;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400
MRR;0.082998779;0.094248697;0.099747169;0.105356749;0.107155884;0.110549391;0.112550307;0.119224603;0.123725832;0.125075322;0.128221076;0.132861109;0.136305782;0.139354016;0.144459583;0.147516718;0.147082178;0.151888656;0.155760872;0.159803168;0.164895386;0.16630704;0.170039094;0.177025928;0.179037076;0.182644296;0.183783232;0.18808418;0.193008811;0.197947377;0.200416196;0.202762912;0.205649316;0.208477221;0.211111192;0.214551061;0.217072185;0.224882377;0.229844924;0.229378075
MRR_h;0.047544136;0.057337298;0.055917962;0.060985248;0.064356106;0.068273492;0.068393104;0.072891242;0.07465313;0.073371441;0.074744495;0.0797707;0.082161273;0.086575965;0.088729624;0.091590748;0.090700969;0.094713842;0.095665132;0.099323269;0.102479384;0.104375215;0.108566374;0.114998202;0.114458851;0.117141238;0.116733057;0.121254797;0.122952516;0.127402955;0.129489099;0.130231305;0.133446749;0.136874813;0.13970265;0.142338461;0.144265893;0.147793209;0.15130509;0.148816481
MRR_t;0.118453422;0.131160095;0.143576376;0.149728251;0.149955663;0.15282529;0.156707511;0.165557964;0.172798535;0.176779203;0.181697658;0.185951518;0.19045029;0.192132067;0.200189542;0.203442688;0.203463387;0.209063469;0.215856612;0.220283067;0.227311389;0.228238866;0.231511814;0.239053653;0.2436153;0.248147355;0.250833407;0.254913563;0.263065106;0.268491798;0.271343292;0.275294519;0.277851883;0.28007963;0.282519734;0.286763661;0.289878477;0.301971545;0.308384758;0.30993967
H@1;3.6492891;4.182464455;4.526066351;4.952606635;4.881516588;5.177725118;5.177725118;5.616113744;5.817535545;5.746445498;5.995260664;6.409952607;6.3507109;6.398104265;6.765402844;7.097156398;6.694312796;6.978672986;7.381516588;7.5;7.879146919;7.914691943;8.151658768;8.696682464;8.507109005;8.732227488;8.684834123;9.016587678;9.277251185;9.585308057;9.656398104;9.857819905;9.90521327;10.2014218;10.16587678;10.30805687;10.48578199;11.27962085;11.64691943;11.68246445
H@1_h;1.990521327;2.511848341;2.227488152;2.725118483;2.914691943;3.27014218;3.009478673;3.151658768;3.222748815;3.056872038;3.009478673;3.507109005;3.601895735;3.933649289;3.838862559;4.052132701;3.838862559;3.957345972;3.981042654;4.218009479;4.431279621;4.502369668;4.952606635;5.260663507;4.928909953;5;4.881516588;5.260663507;5.213270142;5.592417062;5.687203791;5.710900474;5.758293839;6.161137441;5.971563981;6.066350711;6.232227488;6.398104265;6.563981043;6.421800948
H@1_t;5.308056872;5.853080569;6.82464455;7.180094787;6.848341232;7.085308057;7.345971564;8.08056872;8.412322275;8.436018957;8.981042654;9.312796209;9.099526066;8.862559242;9.691943128;10.14218009;9.549763033;10;10.78199052;10.78199052;11.32701422;11.32701422;11.3507109;12.13270142;12.08530806;12.46445498;12.48815166;12.77251185;13.34123223;13.57819905;13.62559242;14.00473934;14.0521327;14.24170616;14.36018957;14.54976303;14.73933649;16.16113744;16.72985782;16.94312796
H@3;7.997630332;9.466824645;10.09478673;10.37914692;10.73459716;11.06635071;11.09004739;12.03791469;12.39336493;12.74881517;13.0450237;13.56635071;14.18246445;14.57345972;14.98815166;15.15402844;15.03554502;16.11374408;16.36255924;16.8957346;17.40521327;17.38151659;17.96208531;18.81516588;19.3957346;19.5971564;19.64454976;20.5450237;20.92417062;21.77725118;21.94312796;22.19194313;22.74881517;22.89099526;23.21090047;23.69668246;24.06398104;25.10663507;25.7464455;25.43838863
H@3_h;4.265402844;5.497630332;5.142180095;5.497630332;5.805687204;6.184834123;6.137440758;6.943127962;6.990521327;6.872037915;6.990521327;7.677725118;7.796208531;7.914691943;8.744075829;8.625592417;8.436018957;9.289099526;9.265402844;9.644549763;10.02369668;10.04739336;10.42654028;11.44549763;11.37440758;11.58767773;11.61137441;12.25118483;12.25118483;12.67772512;12.79620853;13.05687204;13.31753555;13.67298578;14.28909953;14.47867299;14.83412322;15.63981043;15.8056872;15.35545024
H@3_t;11.72985782;13.43601896;15.04739336;15.26066351;15.66350711;15.9478673;16.04265403;17.13270142;17.79620853;18.62559242;19.09952607;19.4549763;20.56872038;21.23222749;21.23222749;21.68246445;21.63507109;22.93838863;23.45971564;24.14691943;24.78672986;24.71563981;25.49763033;26.18483412;27.41706161;27.60663507;27.67772512;28.83886256;29.5971564;30.87677725;31.09004739;31.32701422;32.18009479;32.10900474;32.13270142;32.91469194;33.29383886;34.57345972;35.68720379;35.52132701
H@5;11.46919431;12.78436019;13.54265403;13.98104265;14.58530806;15.22511848;15.33175355;16.29146919;16.7535545;17.42890995;17.74881517;18.25829384;19.17061611;19.72748815;20.48578199;20.46208531;21.07819905;21.87203791;22.0971564;22.81990521;23.76777251;23.66113744;24.30094787;25.42654028;25.81753555;27.27488152;27.28672986;27.78436019;28.93364929;29.43127962;29.60900474;29.69194313;30.77014218;31.06635071;31.8957346;32.23933649;32.86729858;33.4478673;34.31279621;33.93364929
H@5_h;6.208530806;7.322274882;7.132701422;7.440758294;8.009478673;8.530805687;8.720379147;9.312796209;9.383886256;9.952606635;9.881516588;10.37914692;10.82938389;11.11374408;12.01421801;12.03791469;12.03791469;13.12796209;12.89099526;13.507109;13.67298578;13.95734597;14.47867299;15.75829384;15.63981043;16.80094787;16.46919431;16.68246445;17.46445498;17.91469194;17.77251185;18.22274882;18.83886256;19.43127962;20.04739336;20.18957346;20.73459716;20.66350711;21.70616114;20.99526066
H@5_t;16.72985782;18.2464455;19.95260664;20.52132701;21.16113744;21.91943128;21.94312796;23.27014218;24.12322275;24.90521327;25.61611374;26.13744076;27.51184834;28.34123223;28.95734597;28.88625592;30.11848341;30.61611374;31.30331754;32.13270142;33.86255924;33.36492891;34.12322275;35.09478673;35.99526066;37.74881517;38.1042654;38.88625592;40.4028436;40.9478673;41.44549763;41.16113744;42.7014218;42.7014218;43.74407583;44.28909953;45;46.23222749;46.91943128;46.87203791
