;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400
MRR;0.05426005;0.060417021;0.071251206;0.075432937;0.077102817;0.081388353;0.086701319;0.088461926;0.092477716;0.093724493;0.097237878;0.097169991;0.100758389;0.101158731;0.105649476;0.106769868;0.112138;0.116307657;0.117109079;0.119788897;0.120742683;0.125122758;0.12827033;0.127371599;0.128984425;0.134760598;0.137993417;0.137961678;0.140091485;0.142512352;0.144662339;0.147452048;0.147291226;0.149547337;0.152369598;0.154637789;0.157677615;0.15836539;0.1606795;0.16133185
MRR_h;0.034935663;0.042489553;0.048930075;0.051211134;0.052706568;0.052787912;0.058259816;0.060756397;0.064118535;0.06469811;0.065201187;0.065935392;0.068401208;0.068557687;0.071862445;0.072035169;0.075278183;0.077745714;0.080103354;0.081559752;0.083056752;0.087540687;0.087917375;0.090358415;0.089333834;0.092509857;0.095646794;0.096081605;0.097226425;0.099725163;0.099771419;0.101591162;0.102555891;0.10440932;0.105204452;0.105691574;0.106943568;0.108559198;0.109827461;0.10998615
MRR_t;0.073584438;0.078344489;0.093572336;0.099654741;0.101499067;0.109988794;0.115142821;0.116167456;0.120836897;0.122750876;0.12927457;0.12840459;0.133115569;0.133759775;0.139436507;0.141504566;0.148997818;0.1548696;0.154114804;0.158018042;0.158428615;0.162704828;0.168623286;0.164384784;0.168635016;0.177011339;0.18034004;0.17984175;0.182956544;0.185299542;0.189553258;0.193312934;0.19202656;0.194685354;0.199534744;0.203584004;0.208411662;0.208171582;0.211531539;0.21267755
H@1;2.156398104;2.21563981;2.68957346;2.701421801;2.713270142;2.772511848;3.341232227;3.222748815;3.507109005;3.55450237;3.530805687;3.542654028;3.637440758;3.637440758;3.981042654;4.004739336;4.336492891;4.609004739;4.597156398;4.774881517;4.71563981;5.106635071;5.367298578;5.154028436;5.130331754;5.67535545;5.758293839;5.710900474;5.888625592;5.936018957;6.137440758;6.232227488;5.971563981;6.338862559;6.433649289;6.552132701;6.848341232;6.753554502;6.872037915;6.706161137
H@1_h;1.3507109;1.658767773;1.753554502;1.777251185;1.777251185;1.63507109;2.227488152;2.156398104;2.417061611;2.393364929;2.274881517;2.203791469;2.440758294;2.322274882;2.654028436;2.582938389;2.725118483;2.819905213;3.056872038;3.151658768;3.08056872;3.436018957;3.388625592;3.601895735;3.36492891;3.720379147;3.815165877;3.909952607;3.981042654;4.146919431;4.028436019;3.909952607;4.052132701;4.360189573;4.336492891;4.194312796;4.218009479;4.336492891;4.312796209;4.289099526
H@1_t;2.962085308;2.772511848;3.625592417;3.625592417;3.6492891;3.909952607;4.454976303;4.289099526;4.597156398;4.71563981;4.786729858;4.881516588;4.834123223;4.952606635;5.308056872;5.426540284;5.947867299;6.398104265;6.137440758;6.398104265;6.3507109;6.777251185;7.345971564;6.706161137;6.895734597;7.630331754;7.701421801;7.511848341;7.796208531;7.725118483;8.246445498;8.55450237;7.890995261;8.317535545;8.530805687;8.909952607;9.478672986;9.170616114;9.431279621;9.123222749
H@3;5.154028436;5.296208531;6.563981043;7.334123223;7.298578199;7.985781991;8.471563981;8.803317536;9.063981043;9.253554502;9.822274882;9.573459716;10.33175355;10.16587678;10.84123223;10.61611374;11.48104265;11.93127962;11.96682464;12.51184834;12.52369668;12.8436019;13.32938389;13.13981043;13.47156398;14.17061611;14.5971564;14.4549763;14.47867299;15.14218009;15.01184834;15.65165877;15.66350711;15.78199052;16.07819905;16.32701422;16.7535545;16.8957346;17.14454976;17.16824645
H@3_h;3.127962085;3.601895735;4.454976303;4.881516588;4.90521327;5.142180095;5.639810427;5.924170616;6.232227488;6.469194313;6.208530806;6.492890995;6.91943128;6.706161137;7.345971564;7.227488152;7.464454976;7.914691943;7.819905213;8.341232227;8.530805687;9.052132701;9.075829384;9.431279621;9.241706161;9.71563981;10.11848341;9.90521327;9.834123223;10.33175355;10.45023697;10.90047393;10.66350711;10.78199052;10.73459716;10.82938389;11.32701422;11.39810427;11.32701422;11.25592417
H@3_t;7.180094787;6.990521327;8.672985782;9.786729858;9.691943128;10.82938389;11.30331754;11.68246445;11.8957346;12.03791469;13.43601896;12.65402844;13.74407583;13.62559242;14.33649289;14.00473934;15.49763033;15.9478673;16.11374408;16.68246445;16.51658768;16.63507109;17.58293839;16.84834123;17.7014218;18.62559242;19.07582938;19.00473934;19.12322275;19.95260664;19.57345972;20.4028436;20.66350711;20.78199052;21.42180095;21.82464455;22.18009479;22.39336493;22.96208531;23.08056872
H@5;7.191943128;7.902843602;9.703791469;10.45023697;10.7464455;11.62322275;11.82464455;12.2985782;12.86729858;12.93838863;14.13507109;13.62559242;14.63270142;14.49052133;14.98815166;15.45023697;16.18483412;16.58767773;17.03791469;17.22748815;17.5;18.08056872;18.42417062;18.09241706;18.77962085;19.47867299;19.98815166;20.15402844;20.55687204;20.66350711;20.75829384;21.59952607;21.70616114;22.08530806;22.36966825;22.95023697;23.11611374;22.95023697;23.8507109;24.07582938
H@5_h;4.573459716;5.355450237;6.563981043;6.706161137;7.156398104;7.535545024;7.559241706;8.17535545;8.578199052;8.744075829;9.336492891;8.981042654;9.668246445;9.597156398;9.81042654;10.33175355;10.68720379;10.90047393;11.44549763;11.492891;11.82464455;12.72511848;12.58293839;12.51184834;13.00947867;13.27014218;13.34123223;13.60189573;13.72037915;13.81516588;14.00473934;14.85781991;14.54976303;14.57345972;14.73933649;15.23696682;15.42654028;15.14218009;15.87677725;15.82938389
H@5_t;9.81042654;10.45023697;12.8436019;14.1943128;14.33649289;15.71090047;16.09004739;16.42180095;17.1563981;17.13270142;18.93364929;18.27014218;19.5971564;19.38388626;20.16587678;20.56872038;21.68246445;22.27488152;22.63033175;22.96208531;23.17535545;23.43601896;24.26540284;23.67298578;24.54976303;25.68720379;26.63507109;26.70616114;27.39336493;27.51184834;27.51184834;28.34123223;28.86255924;29.5971564;30;30.66350711;30.8056872;30.75829384;31.82464455;32.32227488
H@10;10.53317536;12.9028436;15.23696682;16.18483412;16.87203791;18.12796209;18.3056872;19.00473934;19.86966825;20.16587678;21.492891;21.27962085;22.33412322;22.78436019;23.29383886;24.02843602;24.4549763;25.30805687;25.68720379;25.86492891;26.32701422;27.46445498;27.2985782;27.41706161;27.97393365;28.61374408;29.37203791;29.58530806;30.52132701;30.63981043;31.46919431;31.64691943;32.10900474;32.51184834;33.12796209;33.74407583;34.14691943;34.84597156;34.7985782;35.56872038
H@10_h;6.682464455;8.791469194;10.47393365;10.9478673;11.3507109;11.58767773;11.84834123;12.77251185;13.19905213;13.15165877;14.09952607;14.0521327;14.71563981;14.64454976;15.09478673;15.5450237;16.37440758;16.82464455;17.25118483;17.20379147;17.39336493;18.29383886;18.507109;18.19905213;18.76777251;19.1943128;19.88151659;19.95260664;20.4028436;20.4028436;21.09004739;21.87203791;21.46919431;21.8957346;22.08530806;22.22748815;22.89099526;23.15165877;23.45971564;23.74407583
H@10_t;14.38388626;17.01421801;20;21.42180095;22.39336493;24.66824645;24.76303318;25.23696682;26.54028436;27.18009479;28.88625592;28.507109;29.95260664;30.92417062;31.492891;32.51184834;32.53554502;33.79146919;34.12322275;34.52606635;35.26066351;36.63507109;36.09004739;36.63507109;37.18009479;38.03317536;38.86255924;39.21800948;40.63981043;40.87677725;41.84834123;41.42180095;42.74881517;43.12796209;44.17061611;45.26066351;45.4028436;46.54028436;46.13744076;47.39336493
CWA_Sem@1;99.72748815;99.58530806;99.43127962;99.30094787;99.34834123;99.47867299;99.38388626;99.4549763;99.3957346;99.1943128;99.26540284;99.18246445;99.17061611;99.13507109;99.08767773;99.12322275;99.08767773;99.12322275;99.13507109;99.09952607;99.0521327;99.14691943;99.22985782;99.15876777;99.28909953;99.22985782;99.21800948;99.15876777;99.11137441;99.15876777;99.09952607;99.15876777;99.18246445;99.1943128;99.15876777;99.12322275;99.28909953;99.24170616;99.2535545;99.21800948
CWA_Sem@1_h;99.95260664;100;100;100;100;100;100;100;100;99.97630332;99.97630332;99.97630332;99.95260664;99.92890995;99.92890995;99.92890995;99.88151659;99.92890995;99.90521327;99.90521327;99.90521327;99.92890995;99.88151659;99.88151659;99.90521327;99.88151659;99.88151659;99.88151659;99.85781991;99.88151659;99.83412322;99.83412322;99.83412322;99.83412322;99.73933649;99.76303318;99.83412322;99.83412322;99.85781991;99.81042654
CWA_Sem@1_t;99.50236967;99.17061611;98.86255924;98.60189573;98.69668246;98.95734597;98.76777251;98.90995261;98.79146919;98.41232227;98.55450237;98.38862559;98.38862559;98.34123223;98.2464455;98.31753555;98.29383886;98.31753555;98.36492891;98.29383886;98.19905213;98.36492891;98.57819905;98.43601896;98.67298578;98.57819905;98.55450237;98.43601896;98.36492891;98.43601896;98.36492891;98.48341232;98.53080569;98.55450237;98.57819905;98.48341232;98.74407583;98.6492891;98.6492891;98.62559242
CWA_Sem@3;99.63665087;99.56161137;99.45892575;99.34044234;99.30094787;99.37993681;99.28515008;99.30884676;99.18246445;99.10742496;99.1271722;99.03633491;99.0521327;99.08767773;99.03633491;99.06398104;99.0521327;99.00078989;99.03633491;99.01658768;98.94944708;99.00078989;99.01263823;99.00868878;99.09952607;99.09162717;99.09162717;99.00473934;99.01263823;98.97709321;98.95339652;99.00868878;98.98894155;98.992891;99.04818325;99.00078989;99.07582938;99.00473934;99.00078989;99.00868878
CWA_Sem@3_h;99.8657188;99.88941548;99.91311216;99.88941548;99.84992101;99.81832543;99.76303318;99.69194313;99.63665087;99.66034755;99.66824645;99.65244866;99.60505529;99.69194313;99.65244866;99.69984202;99.66824645;99.66034755;99.5971564;99.62875197;99.64454976;99.62875197;99.5971564;99.57345972;99.63665087;99.60505529;99.63665087;99.58135861;99.5971564;99.60505529;99.56556082;99.49447077;99.51026856;99.4549763;99.47867299;99.4549763;99.53396524;99.47867299;99.42338073;99.4549763
CWA_Sem@3_t;99.40758294;99.23380727;99.00473934;98.79146919;98.75197472;98.94154818;98.80726698;98.92575039;98.72827804;98.55450237;98.58609795;98.42022117;98.49921011;98.48341232;98.42022117;98.42812006;98.43601896;98.34123223;98.47551343;98.40442338;98.25434439;98.3728278;98.42812006;98.44391785;98.56240126;98.57819905;98.54660348;98.42812006;98.42812006;98.34913112;98.34123223;98.52290679;98.46761453;98.53080569;98.61769352;98.54660348;98.61769352;98.53080569;98.57819905;98.56240126
CWA_Sem@5;99.62559242;99.54028436;99.45971564;99.41469194;99.31990521;99.37677725;99.2535545;99.29620853;99.19905213;99.1042654;99.10900474;99.06398104;99.10900474;99.07582938;99.03554502;99.06872038;99.02843602;99.02606635;99.06161137;99.02369668;98.96682464;98.97867299;99.02843602;99.06161137;99.07819905;99.05687204;99.06398104;99.00947867;98.98341232;98.91706161;98.88388626;98.96919431;98.9549763;98.95023697;98.98815166;98.97867299;98.992891;99.00236967;98.93838863;98.94075829
CWA_Sem@5_h;99.81042654;99.83412322;99.86729858;99.88625592;99.78672986;99.77251185;99.67772512;99.60663507;99.67298578;99.58767773;99.56398104;99.60663507;99.61137441;99.64454976;99.61137441;99.65876777;99.60663507;99.62085308;99.58293839;99.55924171;99.62085308;99.47867299;99.53080569;99.57345972;99.51658768;99.51184834;99.55450237;99.49763033;99.48815166;99.4549763;99.42180095;99.39810427;99.44075829;99.37440758;99.4028436;99.37440758;99.38388626;99.4549763;99.30805687;99.33649289
CWA_Sem@5_t;99.44075829;99.2464455;99.0521327;98.94312796;98.85308057;98.98104265;98.82938389;98.98578199;98.72511848;98.62085308;98.65402844;98.52132701;98.60663507;98.507109;98.45971564;98.47867299;98.45023697;98.43127962;98.54028436;98.48815166;98.31279621;98.47867299;98.52606635;98.54976303;98.63981043;98.60189573;98.57345972;98.52132701;98.47867299;98.37914692;98.34597156;98.54028436;98.46919431;98.52606635;98.57345972;98.58293839;98.60189573;98.54976303;98.56872038;98.5450237
CWA_Sem@10;99.65521327;99.54028436;99.49526066;99.37085308;99.34004739;99.36492891;99.29383886;99.26303318;99.18957346;99.1528436;99.13033175;99.09004739;99.09004739;99.09478673;99.07345972;99.06635071;99.02488152;99.01540284;99;99.0035545;98.95379147;98.98815166;99.02843602;98.98578199;99.0035545;98.99763033;98.97985782;98.93957346;98.92890995;98.90995261;98.90402844;98.93364929;98.93720379;98.90165877;98.92417062;98.9063981;98.95734597;98.91824645;98.91824645;98.85545024
CWA_Sem@10_h;99.77962085;99.79146919;99.80331754;99.74407583;99.71800948;99.68009479;99.6563981;99.57109005;99.59478673;99.58767773;99.5521327;99.54028436;99.5521327;99.57582938;99.53317536;99.53554502;99.46919431;99.50473934;99.43364929;99.46445498;99.48578199;99.47630332;99.48104265;99.45734597;99.41706161;99.4549763;99.43838863;99.39099526;99.38388626;99.38388626;99.38388626;99.36729858;99.37440758;99.31990521;99.3507109;99.33649289;99.34597156;99.34834123;99.33412322;99.2985782
CWA_Sem@10_t;99.53080569;99.28909953;99.18720379;98.99763033;98.96208531;99.04976303;98.93127962;98.9549763;98.78436019;98.71800948;98.70853081;98.63981043;98.62796209;98.61374408;98.61374408;98.5971564;98.58056872;98.52606635;98.56635071;98.54265403;98.42180095;98.5;98.57582938;98.51421801;98.59004739;98.54028436;98.52132701;98.48815166;98.47393365;98.43601896;98.42417062;98.5;98.5;98.48341232;98.49763033;98.47630332;98.56872038;98.48815166;98.50236967;98.41232227
