,10,20,30,40,50,60,70
MRR,0.19463727497650865,0.20705321769106516,0.23405926128333493,0.24874376158474232,0.25669262658623926,0.2665966735519609,0.2755644335965039
MRR_h,0.07659920369629397,0.0705280847882084,0.08684969481465724,0.09909122255558409,0.10736846608919864,0.11649151661027737,0.13057118175428864
MRR_t,0.31267534625672333,0.3435783505939219,0.3812688277520126,0.3983963006139005,0.4060167870832799,0.41670183049364445,0.42055768543871913
H@1,10.673234811165845,11.029009304871373,13.464696223316913,14.559386973180077,14.641488779419815,15.571975916803504,16.146688560481664
H@1_h,2.7914614121510675,1.8062397372742198,2.517788724685276,3.1746031746031744,3.065134099616858,3.7219485495347566,4.980842911877394
H@1_t,18.555008210180624,20.251778872468527,24.41160372194855,25.94417077175698,26.217843459222767,27.42200328407225,27.312534209085932
H@3,20.908593322386427,22.660098522167488,25.752599890530924,27.120963327859883,28.35249042145594,29.50191570881226,30.514504652435686
H@3_h,7.498631636562671,6.568144499178982,8.42911877394636,9.63327859879584,11.056376573617953,12.096332785987958,13.628899835796387
H@3_t,34.31855500821018,38.752052545156,43.07608100711549,44.60864805692392,45.64860426929393,46.907498631636564,47.400109469074984
H@5,27.64094143404488,30.43240284619595,33.22386425834702,35.11220580186097,37.547892720306514,38.396278051450466,40.14778325123153
H@5_h,10.83743842364532,10.180623973727423,12.643678160919542,14.614121510673234,17.46031746031746,18.39080459770115,20.306513409961685
H@5_t,44.44444444444444,50.684181718664476,53.80405035577449,55.61029009304871,57.635467980295566,58.40175150519978,59.989053092501365
H@10,37.794198139025724,41.16037219485496,44.08866995073892,46.9896004378763,48.74110563765736,50.05473453749316,51.50519978106185
H@10_h,15.763546798029557,16.529830322933773,20.79912424740011,23.590585659551177,25.287356321839084,27.69567597153804,28.35249042145594
H@10_t,59.82484948002189,65.79091406677614,67.37821565407772,70.38861521620142,72.19485495347564,72.41379310344827,74.65790914066777
Sem@1,96.25398724082935,96.4194577352472,95.48544657097288,96.54954146730462,96.10895135566189,95.09070972886762,95.23275518341308
Sem@1_h,93.53070175438597,93.8048245614035,92.05043859649122,94.46271929824562,93.6951754385965,91.8859649122807,91.8859649122807
Sem@1_t,98.97727272727272,99.0340909090909,98.92045454545455,98.63636363636363,98.52272727272727,98.29545454545455,98.57954545454545
Sem@3,93.68437666135041,94.57668793195113,93.85017942583737,94.63001727804364,94.41404173312075,93.98491493886235,93.92543859649129
Sem@3_h,90.58845029239781,92.03216374269016,90.84429824561413,92.74488304093578,92.12353801169603,91.24634502923986,91.3925438596492
Sem@3_t,96.780303030303,97.12121212121212,96.8560606060606,96.5151515151515,96.70454545454548,96.72348484848483,96.45833333333339
Sem@5,92.69049043062194,93.67872807017532,93.60217304625186,93.68999202551818,93.66736443381171,93.52910685805418,93.26335725677822
Sem@5_h,89.21052631578925,91.10745614035062,90.94298245614006,91.42543859649086,91.10745614035065,90.89912280701743,90.51535087719283
Sem@5_t,96.1704545454546,96.25000000000003,96.26136363636367,95.95454545454551,96.22727272727278,96.15909090909092,96.01136363636363
Sem@10,91.95668859649123,93.00089712918667,92.70305023923451,92.67474082934612,92.50294059011172,92.20060805422663,92.19691985645942
Sem@10_h,88.7883771929824,90.88815789473688,90.39473684210527,90.38925438596489,89.68201754385974,89.43530701754403,89.63815789473698
Sem@10_t,95.12500000000007,95.11363636363647,95.01136363636374,94.96022727272737,95.3238636363637,94.96590909090924,94.75568181818186
