,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260
MRR,0.133751947961382,0.15495174640779993,0.1387871292028589,0.14578718036654942,0.14907595744379618,0.15101061799288426,0.15938970526462976,0.16113508486566946,0.166989476532334,0.16008600504348586,0.16883005968221326,0.16200972251558318,0.16691020739349866,0.16672514215073247,0.1677302236816119,0.16970189882660847,0.1732353751482742,0.17431955472360536,0.17705884711066183,0.17792878645457064,0.17372381952646976,0.174564863415192,0.1799669199778129,0.1742409690711599,0.17780452107996184,0.17406623857143294
MRR_h,0.07523525293793866,0.08509031403834046,0.08614626862215317,0.09173183735832488,0.09067761265981751,0.09263264529768149,0.09822949564076164,0.09468793693291361,0.0983518278200537,0.09457253161175756,0.0992115326143698,0.09446772060490831,0.09909298401841511,0.09386784536366803,0.0956429861523874,0.0948849079722871,0.09950251724383573,0.09652086837469694,0.10514292669663412,0.10111276944687736,0.09501379335965061,0.10224092738120472,0.09726160087312255,0.09542308979245046,0.09583179928961001,0.09324408891208455
MRR_t,0.19226864298482538,0.22481317877725943,0.19142798978356462,0.19984252337477396,0.20747430222777485,0.20938859068808702,0.22054991488849787,0.22758223279842532,0.23562712524461432,0.22559947847521417,0.23844858675005676,0.22955172442625807,0.23472743076858218,0.2395824389377969,0.2398174612108364,0.2445188896809298,0.24696823305271265,0.2521182410725138,0.24897476752468956,0.2547448034622639,0.2524338456932889,0.24688879944917927,0.2626722390825032,0.25305884834986936,0.2597772428703137,0.25488838823078136
H@1,8.799999999999999,10.12,8.88,9.42,9.9,9.86,10.6,10.639999999999999,11.1,10.5,11.219999999999999,10.639999999999999,11.219999999999999,11.12,11.219999999999999,11.52,11.68,11.72,12.06,12.08,11.66,12.1,12.4,11.68,11.88,12.0
H@1_h,4.88,5.24,5.319999999999999,5.52,5.52,5.680000000000001,6.16,5.76,5.88,5.680000000000001,6.12,5.76,6.239999999999999,5.64,5.72,5.84,6.16,5.92,6.800000000000001,6.32,5.76,6.72,6.0,5.72,5.6000000000000005,5.56
H@1_t,12.72,15.0,12.44,13.320000000000002,14.280000000000001,14.04,15.040000000000001,15.52,16.32,15.32,16.32,15.52,16.2,16.6,16.72,17.2,17.2,17.52,17.32,17.84,17.560000000000002,17.48,18.8,17.64,18.16,18.44
H@3,15.540000000000001,18.32,16.16,16.66,16.8,16.6,18.060000000000002,18.26,18.82,17.96,18.92,18.22,18.9,18.66,18.98,18.98,19.259999999999998,19.74,20.0,20.0,19.48,19.3,20.200000000000003,19.64,20.04,19.24
H@3_h,8.4,9.520000000000001,9.76,10.24,10.280000000000001,9.879999999999999,10.8,10.32,11.0,10.16,10.48,10.16,10.84,10.08,10.68,10.4,10.76,10.32,11.4,10.96,10.2,10.639999999999999,10.440000000000001,10.32,10.440000000000001,10.24
H@3_t,22.68,27.12,22.56,23.080000000000002,23.32,23.32,25.319999999999997,26.200000000000003,26.640000000000004,25.759999999999998,27.36,26.279999999999998,26.96,27.24,27.279999999999998,27.560000000000002,27.76,29.160000000000004,28.599999999999998,29.04,28.76,27.96,29.959999999999997,28.96,29.64,28.24
H@5,18.099999999999998,20.880000000000003,18.8,19.34,19.82,20.200000000000003,21.38,21.36,22.1,21.42,22.68,21.62,22.08,21.759999999999998,22.220000000000002,22.1,23.06,23.1,23.3,23.62,22.939999999999998,22.84,23.200000000000003,23.18,23.98,22.82
H@5_h,9.68,11.16,10.92,12.04,12.24,12.2,12.76,12.839999999999998,13.320000000000002,12.879999999999999,13.200000000000001,12.559999999999999,13.120000000000001,12.36,13.200000000000001,12.36,13.200000000000001,12.959999999999999,13.48,13.639999999999999,12.24,13.239999999999998,12.68,12.6,13.16,12.16
H@5_t,26.52,30.599999999999998,26.68,26.640000000000004,27.400000000000002,28.199999999999996,30.0,29.880000000000003,30.880000000000003,29.959999999999997,32.16,30.680000000000003,31.04,31.16,31.240000000000002,31.840000000000003,32.92,33.239999999999995,33.12,33.6,33.64,32.440000000000005,33.72,33.76,34.8,33.48
H@10,21.38,24.86,22.66,23.78,24.060000000000002,25.2,25.22,25.919999999999998,26.66,26.16,27.500000000000004,26.66,26.56,27.139999999999997,26.919999999999998,27.0,27.779999999999998,27.92,28.139999999999997,28.4,27.68,27.279999999999998,28.16,27.860000000000003,28.660000000000004,27.3
H@10_h,11.72,13.88,14.16,15.36,15.079999999999998,16.2,16.16,16.0,16.36,16.400000000000002,16.72,16.36,16.6,16.68,16.520000000000003,16.0,16.8,16.439999999999998,17.16,17.36,16.28,16.56,16.56,16.28,16.84,15.68
H@10_t,31.04,35.839999999999996,31.16,32.2,33.040000000000006,34.2,34.28,35.839999999999996,36.96,35.92,38.279999999999994,36.96,36.52,37.6,37.32,38.0,38.76,39.4,39.12,39.44,39.08,38.0,39.76,39.44,40.48,38.92
CWA_Sem@1,67.38,69.92,70.0,74.08,74.0,77.08,77.72,77.52,79.62,80.25999999999999,83.74,80.84,83.16,84.00000000000001,83.98,85.78,86.32,86.28,87.92,88.42,86.9,88.88000000000001,88.56,88.52,89.72,89.78
CWA_Sem@1_h,77.60000000000001,83.91999999999999,87.32,89.28,89.52,90.84,90.52,90.44,91.36,92.0,93.47999999999999,91.8,92.80000000000001,92.32000000000001,92.75999999999999,93.56,94.39999999999999,93.60000000000001,94.19999999999999,94.16,92.92,94.0,93.60000000000001,93.36,95.36,94.52000000000001
CWA_Sem@1_t,57.16,55.92,52.68000000000001,58.879999999999995,58.48,63.32,64.92,64.60000000000001,67.88,68.52000000000001,74.0,69.88,73.52,75.68,75.2,78.0,78.24,78.96,81.64,82.67999999999999,80.88,83.76,83.52000000000001,83.67999999999999,84.08,85.04
