,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320
MRR,0.14640832746742546,0.18198001650383117,0.20117872377752014,0.2041332391016338,0.20895139582316744,0.2118881361386947,0.2128978791200431,0.2158775811500546,0.2150694083789591,0.21546164279875607,0.21683635943389357,0.22238833586175882,0.2249667563861936,0.22418722851428358,0.22494238944084247,0.2254307584858697,0.22497986216183696,0.22699908661800486,0.22776523291345618,0.22624013199151982,0.22651855409865362,0.2252865506922248,0.2269340700192514,0.2243413763593599,0.2270139148073449,0.22623842272739175,0.22662600507286443,0.2265041577799637,0.22797106273858722,0.22652933533660885,0.2279587711819603,0.22839291271422846
MRR_h,0.06222086759289877,0.08763828822878729,0.09773480997713409,0.0966454603949541,0.10016677706097221,0.1004247596474611,0.09929015007522195,0.10011347129340203,0.10088265984886932,0.10074314480222311,0.10149067632750067,0.10201047537615461,0.10235683650754733,0.10498330996690682,0.1028724397059254,0.10408762573407031,0.10339221120519236,0.10340138195765917,0.1029975034586312,0.10278889967278866,0.10224302821440553,0.10405778593412612,0.10394204590717875,0.10434650920068725,0.10273396738299244,0.10373855659256478,0.10716072702831564,0.10621039298784314,0.10637247631148576,0.10650422087923937,0.10650371644493616,0.10741601465951603
MRR_t,0.23059578734195216,0.27632174477887506,0.3046226375779062,0.3116210178083135,0.31773601458536266,0.3233515126299283,0.32650560816486424,0.33164169100670715,0.3292561569090489,0.330180140795289,0.3321820425402865,0.34276619634736305,0.34757667626483985,0.34339114706166035,0.3470123391757595,0.34677389123766905,0.34656751311848155,0.35059679127835053,0.3525329623682812,0.349691364310251,0.3507940799829017,0.3465153154503235,0.34992609413132403,0.3443362435180326,0.35129386223169734,0.34873828886221875,0.3460912831174132,0.34679792257208425,0.34956964916568867,0.3465544497939783,0.34941382591898446,0.34936981076894086
H@1,8.928571428571429,10.9,12.271428571428572,12.071428571428571,12.514285714285714,12.671428571428573,12.721428571428572,12.921428571428573,12.75,12.771428571428572,12.792857142857143,13.32142857142857,13.635714285714284,13.564285714285715,13.664285714285715,13.62142857142857,13.585714285714287,13.757142857142856,13.914285714285715,13.757142857142856,13.642857142857142,13.614285714285716,13.750000000000002,13.414285714285715,13.778571428571428,13.592857142857143,13.65,13.557142857142857,13.742857142857142,13.642857142857142,13.707142857142857,13.814285714285715
H@1_h,2.8714285714285714,4.0,4.4714285714285715,4.185714285714286,4.571428571428571,4.428571428571428,4.114285714285714,4.142857142857142,4.171428571428572,4.128571428571429,4.1571428571428575,4.057142857142857,4.071428571428572,4.3428571428571425,4.014285714285714,4.114285714285714,4.0,4.0285714285714285,4.014285714285714,3.8857142857142852,3.9142857142857146,4.057142857142857,4.0285714285714285,4.071428571428572,3.8285714285714283,3.9142857142857146,4.314285714285714,4.1571428571428575,4.1571428571428575,4.114285714285714,4.214285714285714,4.185714285714286
H@1_t,14.985714285714286,17.8,20.07142857142857,19.957142857142856,20.457142857142856,20.914285714285715,21.328571428571426,21.7,21.328571428571426,21.414285714285715,21.428571428571427,22.585714285714285,23.200000000000003,22.78571428571429,23.314285714285717,23.12857142857143,23.17142857142857,23.485714285714284,23.814285714285717,23.62857142857143,23.37142857142857,23.17142857142857,23.47142857142857,22.757142857142856,23.728571428571428,23.271428571428572,22.985714285714288,22.957142857142856,23.32857142857143,23.17142857142857,23.200000000000003,23.442857142857143
H@3,17.214285714285715,21.328571428571426,23.607142857142858,24.21428571428571,24.685714285714287,25.0,24.885714285714286,25.57857142857143,25.385714285714283,25.52857142857143,25.86428571428571,26.42857142857143,26.585714285714285,26.521428571428572,26.385714285714286,26.557142857142857,26.450000000000003,26.807142857142857,26.59285714285714,26.471428571428575,26.871428571428574,26.564285714285713,26.785714285714285,26.67857142857143,26.785714285714285,26.75,26.87857142857143,26.87857142857143,27.1,26.857142857142858,27.05,27.0
H@3_h,7.485714285714286,10.299999999999999,11.614285714285714,11.385714285714284,11.67142857142857,11.67142857142857,11.799999999999999,12.314285714285713,12.1,12.128571428571428,12.242857142857142,12.4,12.471428571428572,12.542857142857141,12.414285714285715,12.657142857142858,12.6,12.414285714285715,12.32857142857143,12.342857142857143,12.32857142857143,12.585714285714285,12.671428571428573,12.757142857142856,12.4,12.714285714285714,13.185714285714287,12.985714285714286,12.885714285714286,13.114285714285714,12.971428571428573,13.228571428571428
H@3_t,26.94285714285714,32.357142857142854,35.6,37.042857142857144,37.7,38.32857142857143,37.971428571428575,38.84285714285714,38.67142857142857,38.92857142857143,39.48571428571429,40.457142857142856,40.699999999999996,40.5,40.35714285714286,40.457142857142856,40.300000000000004,41.199999999999996,40.85714285714286,40.6,41.41428571428571,40.542857142857144,40.9,40.6,41.17142857142857,40.785714285714285,40.57142857142857,40.77142857142857,41.31428571428572,40.6,41.12857142857143,40.77142857142857
